hex_id,edge_id
8a1f8d98aa5ffff,-41203916#3
8a1f8d98aa5ffff,41203916#0
8a1f8d98aa67fff,-315358257#0.26
8a1f8d98aa6ffff,-201089420#1
8a1f8d98aa6ffff,-201201945#8
8a1f8d98aa6ffff,-28319300#2
8a1f8d98aa6ffff,-40888359
8a1f8d98aa6ffff,201089420#0
8a1f8d98aa6ffff,201201945#8
8a1f8d98aa6ffff,28319300#0
8a1f8d98aa6ffff,40888359
8a1f8d98aa87fff,-170018165#0
8a1f8d98aa87fff,137133006#0
8a1f8d98aa8ffff,137133006#0
8a1f8d98aa8ffff,170018165#0
8a1f8d98aa8ffff,201238719#0
8a1f8d98aa97fff,201238729#3
8a1f8d98aa9ffff,128361109#1
8a1f8d98aa9ffff,128361109#3
8a1f8d98aa9ffff,128361109#4
8a1f8d98aa9ffff,137133006#0
8a1f8d98aa9ffff,137133006#1
8a1f8d98aa9ffff,175770996#0
8a1f8d98aa9ffff,186865419#1
8a1f8d98aa9ffff,201238729#1
8a1f8d98aa9ffff,201238729#2
8a1f8d98aa9ffff,201238729#3
8a1f8d98aaa7fff,-170018165#2.164
8a1f8d98aaa7fff,-170018165#3
8a1f8d98aaa7fff,170018165#2
8a1f8d98aaaffff,-170018165#1
8a1f8d98aaaffff,-170018165#2.164
8a1f8d98aaaffff,-170018165#2.210
8a1f8d98aaaffff,-224892361#8
8a1f8d98aaaffff,170018165#0
8a1f8d98aaaffff,170018165#1
8a1f8d98aaaffff,170018165#2
8a1f8d98aaaffff,224892361#7
8a1f8d98aac7fff,-137454133#5
8a1f8d98aac7fff,137454133#2
8a1f8d98aacffff,-137132992#2
8a1f8d98aacffff,-22724699#11
8a1f8d98aacffff,137132992#0
8a1f8d98aacffff,137132994#0
8a1f8d98aacffff,137132994#1
8a1f8d98aacffff,137132994#2
8a1f8d98aacffff,137132996
8a1f8d98aacffff,137132997
8a1f8d98aacffff,137132998
8a1f8d98aacffff,201143839
8a1f8d98aacffff,22724699#7
8a1f8d98aacffff,306431419
8a1f8d98aad7fff,201201953#10
8a1f8d98aadffff,-137454133#5
8a1f8d98aadffff,137454133#2
8a1f8d98aadffff,176550249#1
8a1f8d98aadffff,201201953#10
8a1f8d98aaeffff,-28319300#2
8a1f8d98aaeffff,-379510292
8a1f8d98aaeffff,-41203916#3
8a1f8d98aaeffff,137132993#0
8a1f8d98aaeffff,201143840
8a1f8d98aaeffff,201234440
8a1f8d98aaeffff,28319300#0
8a1f8d98aaeffff,28319300#3
8a1f8d98aaeffff,306431419
8a1f8d98aaeffff,306431420
8a1f8d98aaeffff,41203916#0
8a1f8d98aaf7fff,-137454133#0
8a1f8d98aaf7fff,-137454133#1
8a1f8d98aaf7fff,-137454133#5
8a1f8d98aaf7fff,-224892361#6
8a1f8d98aaf7fff,-224892361#8
8a1f8d98aaf7fff,137454133#0
8a1f8d98aaf7fff,137454133#1
8a1f8d98aaf7fff,137454133#2
8a1f8d98aaf7fff,224892361#3
8a1f8d98aaf7fff,224892361#7
8a1f8d98ab17fff,-306240162#1
8a1f8d98ab17fff,306240162#0
8a1f8d98ab37fff,-306240162#1
8a1f8d98ab37fff,306240162#0
8a1f8d98ab4ffff,-315358254#1
8a1f8d98ab4ffff,-315358255#4
8a1f8d98ab4ffff,-315358257#0.26
8a1f8d98ab4ffff,-315358257#2
8a1f8d98ab4ffff,-399835085#0
8a1f8d98ab4ffff,-612075153#0
8a1f8d98ab4ffff,-612075153#1
8a1f8d98ab4ffff,315358254#0
8a1f8d98ab4ffff,315358255#0
8a1f8d98ab4ffff,315358257#0
8a1f8d98ab4ffff,315358257#0.43
8a1f8d98ab4ffff,399835085#0
8a1f8d98ab4ffff,612075153#0
8a1f8d98ab4ffff,612075153#1
8a1f8d98ab5ffff,-315358255#4
8a1f8d98ab5ffff,315358255#0
8a1f8d98ab67fff,-315358258
8a1f8d98ab67fff,399835085#1
8a1f8d98ab6ffff,-315358258
8a1f8d98ab6ffff,-399835085#0
8a1f8d98ab6ffff,399835085#0
8a1f8d98ab6ffff,399835085#1
8a1f8d98ab8ffff,-170018165#3
8a1f8d98ab8ffff,170018165#2.175
8a1f8d98abaffff,-170018165#3
8a1f8d98abaffff,-306240162#1
8a1f8d98abaffff,224251776#0
8a1f8d98abaffff,306240162#0
8a1f8d98b017fff,-24608844
8a1f8d98b017fff,24608844
8a1f8d98b01ffff,-266565295#5
8a1f8d98b01ffff,266565295#5
8a1f8d98b037fff,-24608844
8a1f8d98b037fff,24608844
8a1f8d98b087fff,-32978638#0
8a1f8d98b087fff,32021112#0
8a1f8d98b087fff,32978638#0
8a1f8d98b087fff,51857517#0.33
8a1f8d98b087fff,51857517#1
8a1f8d98b087fff,51857518#1
8a1f8d98b08ffff,-32978638#0
8a1f8d98b09ffff,32978638#0
8a1f8d98b0a7fff,-24608846#0
8a1f8d98b0a7fff,-24608846#1
8a1f8d98b0a7fff,168702040#1
8a1f8d98b0a7fff,168702040#2
8a1f8d98b0a7fff,24608846#0
8a1f8d98b0a7fff,24608846#1
8a1f8d98b0a7fff,32124637#1
8a1f8d98b0affff,-24608844
8a1f8d98b0affff,-266565295#5
8a1f8d98b0affff,24608844
8a1f8d98b0affff,266565295#5
8a1f8d98b0affff,29236658#2
8a1f8d98b0affff,32124634
8a1f8d98b0affff,32124637#0
8a1f8d98b0affff,32124637#1
8a1f8d98b0affff,32999435
8a1f8d98b0affff,51857516#1
8a1f8d98b0b7fff,-24608846#1
8a1f8d98b0b7fff,-315358253#2
8a1f8d98b0b7fff,168702039#1
8a1f8d98b0b7fff,168702040#2
8a1f8d98b0b7fff,168702040#3
8a1f8d98b0b7fff,168702040#4
8a1f8d98b0b7fff,172493341#1
8a1f8d98b0b7fff,24608846#1
8a1f8d98b0b7fff,315358253#2
8a1f8d98b0b7fff,32999110#0
8a1f8d98b0b7fff,402600768#0
8a1f8d98b0b7fff,402600768#1
8a1f8d98b0b7fff,51857517#0
8a1f8d98b0b7fff,51857517#0.33
8a1f8d98b107fff,4942376
8a1f8d98b117fff,-315358251#0
8a1f8d98b117fff,-315358251#1
8a1f8d98b117fff,272042143
8a1f8d98b117fff,272042145
8a1f8d98b117fff,315358242#3
8a1f8d98b117fff,386687232#0
8a1f8d98b127fff,4942376
8a1f8d98b12ffff,4942376
8a1f8d98b137fff,-201950247#8
8a1f8d98b137fff,-315358242#1
8a1f8d98b137fff,-315358242#2
8a1f8d98b137fff,-315358251#0
8a1f8d98b137fff,201950247#8
8a1f8d98b137fff,315358242#1
8a1f8d98b137fff,315358242#2
8a1f8d98b137fff,315358242#3
8a1f8d98b137fff,4942376
8a1f8d98b187fff,-160314345#4
8a1f8d98b187fff,-160314345#5
8a1f8d98b187fff,-315358245
8a1f8d98b187fff,-315358248#1
8a1f8d98b187fff,160314345#4
8a1f8d98b187fff,160314345#5
8a1f8d98b187fff,202092675
8a1f8d98b187fff,315358245.27
8a1f8d98b187fff,315358248#0
8a1f8d98b18ffff,-160314345#5
8a1f8d98b18ffff,-24608846#0
8a1f8d98b18ffff,160314345#5
8a1f8d98b18ffff,24608846#0
8a1f8d98b197fff,-24634414#2
8a1f8d98b197fff,-24634414#3
8a1f8d98b197fff,24634414#2
8a1f8d98b197fff,24634414#3
8a1f8d98b197fff,24634416
8a1f8d98b19ffff,-315358248#1
8a1f8d98b19ffff,-315358253#0
8a1f8d98b19ffff,-315358253#1
8a1f8d98b19ffff,24634416
8a1f8d98b19ffff,315358248#0
8a1f8d98b19ffff,315358253#0
8a1f8d98b19ffff,315358253#1
8a1f8d98b1a7fff,-136436466
8a1f8d98b1a7fff,-202092675.36
8a1f8d98b1a7fff,-24634417
8a1f8d98b1a7fff,-315358245
8a1f8d98b1a7fff,-4942389#0
8a1f8d98b1a7fff,-4942389#1
8a1f8d98b1a7fff,136436466
8a1f8d98b1a7fff,202092675
8a1f8d98b1a7fff,202092676#0
8a1f8d98b1a7fff,24634417
8a1f8d98b1a7fff,272042143
8a1f8d98b1a7fff,272042145
8a1f8d98b1a7fff,28361235#0
8a1f8d98b1a7fff,315358251#1
8a1f8d98b1a7fff,386687235
8a1f8d98b1a7fff,386687239#1
8a1f8d98b1a7fff,386687242
8a1f8d98b1a7fff,4942389#0
8a1f8d98b1a7fff,4942389#1
8a1f8d98b1affff,272042143
8a1f8d98b1affff,272042145
8a1f8d98b1affff,386687235
8a1f8d98b1b7fff,-160314345#2
8a1f8d98b1b7fff,-160314345#3
8a1f8d98b1b7fff,-160314345#4
8a1f8d98b1b7fff,-24634414#1
8a1f8d98b1b7fff,-24634414#2
8a1f8d98b1b7fff,-24634417
8a1f8d98b1b7fff,160314345#2
8a1f8d98b1b7fff,160314345#3
8a1f8d98b1b7fff,160314345#4
8a1f8d98b1b7fff,24634414#1
8a1f8d98b1b7fff,24634414#2
8a1f8d98b1b7fff,24634417
8a1f8d98b407fff,-32124743
8a1f8d98b407fff,-32124745
8a1f8d98b407fff,172488483#0
8a1f8d98b407fff,285716192#0
8a1f8d98b407fff,285716192#0.83
8a1f8d98b407fff,32124743
8a1f8d98b40ffff,-83304175#2
8a1f8d98b40ffff,172488483#0
8a1f8d98b40ffff,24599188#0.94
8a1f8d98b417fff,-104010328
8a1f8d98b417fff,104010354
8a1f8d98b417fff,104010439#1
8a1f8d98b417fff,104010460#1
8a1f8d98b417fff,104012170
8a1f8d98b417fff,118362731
8a1f8d98b417fff,201963535
8a1f8d98b417fff,202070434#0
8a1f8d98b417fff,202070434#2
8a1f8d98b417fff,25145012#7
8a1f8d98b417fff,27920078#0
8a1f8d98b417fff,27920078#1
8a1f8d98b427fff,-22716549#6
8a1f8d98b427fff,-24634507
8a1f8d98b427fff,22716549#0
8a1f8d98b427fff,24634507
8a1f8d98b42ffff,-201089423#1
8a1f8d98b42ffff,-201089423#2
8a1f8d98b42ffff,-22716549#6
8a1f8d98b42ffff,-32124743
8a1f8d98b42ffff,-32124744
8a1f8d98b42ffff,172488482#0
8a1f8d98b42ffff,201089423#0
8a1f8d98b42ffff,201089423#2
8a1f8d98b42ffff,22716549#0
8a1f8d98b42ffff,32124743
8a1f8d98b42ffff,32124744
8a1f8d98b437fff,-233675413#8
8a1f8d98b437fff,202070434#2
8a1f8d98b437fff,27920078#0
8a1f8d98b457fff,-83304175#2
8a1f8d98b457fff,24599188#0.94
8a1f8d98b487fff,124812857#0
8a1f8d98b487fff,25149219#1
8a1f8d98b48ffff,10425609#0
8a1f8d98b48ffff,10425609#1
8a1f8d98b48ffff,124812857#0
8a1f8d98b48ffff,201956811#0
8a1f8d98b48ffff,201956821#1.68
8a1f8d98b48ffff,201963537#1
8a1f8d98b48ffff,25149219#1
8a1f8d98b49ffff,201956819#0
8a1f8d98b4a7fff,-104010328
8a1f8d98b4a7fff,-25145013#0
8a1f8d98b4a7fff,-653473569#4
8a1f8d98b4a7fff,-653473569#5
8a1f8d98b4a7fff,25145012#6
8a1f8d98b4a7fff,25145012#7
8a1f8d98b4a7fff,25145013#0
8a1f8d98b4a7fff,653473569#3
8a1f8d98b4a7fff,653473569#5
8a1f8d98b4affff,-164051413
8a1f8d98b4affff,-653473569#5
8a1f8d98b4affff,104010354
8a1f8d98b4affff,104010475#0
8a1f8d98b4affff,104012170
8a1f8d98b4affff,124812857#0
8a1f8d98b4affff,164051413
8a1f8d98b4affff,201963537#1
8a1f8d98b4affff,25149219#1
8a1f8d98b4affff,391891458#0
8a1f8d98b4affff,653473569#5
8a1f8d98b4b7fff,-25145011#0
8a1f8d98b4b7fff,-653473569#2
8a1f8d98b4b7fff,-653473569#4
8a1f8d98b4b7fff,25145011#0
8a1f8d98b4b7fff,653473569#2
8a1f8d98b4b7fff,653473569#3
8a1f8d98b507fff,-24634509#7
8a1f8d98b507fff,24634509#1
8a1f8d98b517fff,-22690206#1
8a1f8d98b517fff,-22690206#2
8a1f8d98b517fff,22690206#1
8a1f8d98b517fff,22690206#2
8a1f8d98b51ffff,-22716549#6
8a1f8d98b51ffff,-24634507
8a1f8d98b51ffff,-24634509#0
8a1f8d98b51ffff,-24634509#7
8a1f8d98b51ffff,22716549#0
8a1f8d98b51ffff,24634507
8a1f8d98b51ffff,24634509#0
8a1f8d98b51ffff,24634509#1
8a1f8d98b527fff,-160314351#0
8a1f8d98b527fff,-160314351#1
8a1f8d98b527fff,-24608845
8a1f8d98b527fff,-24634506#2
8a1f8d98b527fff,-24634509#7
8a1f8d98b527fff,160314351#0
8a1f8d98b527fff,160314351#1
8a1f8d98b527fff,24608845
8a1f8d98b527fff,24634506#2
8a1f8d98b527fff,24634509#1
8a1f8d98b52ffff,-24634506#0
8a1f8d98b52ffff,-24634506#1
8a1f8d98b52ffff,-24634506#2
8a1f8d98b52ffff,-31395281
8a1f8d98b52ffff,31395281
8a1f8d98b537fff,-22879845
8a1f8d98b537fff,22879845
8a1f8d98b547fff,-24634414#5
8a1f8d98b547fff,-24693977#1
8a1f8d98b547fff,-32999434#1
8a1f8d98b547fff,168702039#1
8a1f8d98b547fff,24634414#5
8a1f8d98b547fff,24634414#5.51
8a1f8d98b547fff,24693977#1
8a1f8d98b547fff,32999110#0
8a1f8d98b547fff,32999434#0
8a1f8d98b557fff,-24634507
8a1f8d98b557fff,-24634508
8a1f8d98b557fff,-24693977#0
8a1f8d98b557fff,-24693977#1
8a1f8d98b557fff,24634507
8a1f8d98b557fff,24634508
8a1f8d98b557fff,24693977#0
8a1f8d98b557fff,24693977#1
8a1f8d98b55ffff,-201089423#1
8a1f8d98b55ffff,-24693977#0
8a1f8d98b55ffff,-32999434#1
8a1f8d98b55ffff,201089423#0
8a1f8d98b55ffff,24693977#0
8a1f8d98b55ffff,32999434#0
8a1f8d98b567fff,-24634413#2
8a1f8d98b567fff,-24634414#3
8a1f8d98b567fff,-37386279
8a1f8d98b567fff,24634413#2
8a1f8d98b567fff,24634414#3
8a1f8d98b567fff,24634414#4
8a1f8d98b567fff,37386279
8a1f8d98b56ffff,-24634414#4
8a1f8d98b56ffff,-24634414#5
8a1f8d98b56ffff,-24634415
8a1f8d98b56ffff,-37386279
8a1f8d98b56ffff,168702039#1
8a1f8d98b56ffff,24634414#4
8a1f8d98b56ffff,24634414#5
8a1f8d98b56ffff,24634415
8a1f8d98b56ffff,315358253#2
8a1f8d98b56ffff,32999110#0
8a1f8d98b56ffff,37386279
8a1f8d98b577fff,-24634508
8a1f8d98b577fff,-24693977#1
8a1f8d98b577fff,-315392062#4
8a1f8d98b577fff,24634508
8a1f8d98b577fff,315392062#0
8a1f8d98b587fff,-22716069#0
8a1f8d98b587fff,-22716069#1
8a1f8d98b587fff,-25145011#2
8a1f8d98b587fff,22716069#1
8a1f8d98b587fff,25145011#1
8a1f8d98b58ffff,-25145011#2
8a1f8d98b58ffff,-25145012#6
8a1f8d98b58ffff,-25145013#1
8a1f8d98b58ffff,233675413#7
8a1f8d98b58ffff,25145011#1
8a1f8d98b58ffff,25145012#6
8a1f8d98b58ffff,25145013#1
8a1f8d98b597fff,-22716069#1
8a1f8d98b597fff,-22716069#2
8a1f8d98b597fff,-25145012#3
8a1f8d98b597fff,-25145012#4
8a1f8d98b597fff,-25145012#5
8a1f8d98b597fff,-25187896
8a1f8d98b597fff,22716069#1
8a1f8d98b597fff,22716069#2
8a1f8d98b597fff,25145012#3
8a1f8d98b597fff,25145012#4
8a1f8d98b597fff,25145012#5
8a1f8d98b597fff,25187896
8a1f8d98b59ffff,-22716069#2
8a1f8d98b59ffff,-25145011#0
8a1f8d98b59ffff,-25145011#2
8a1f8d98b59ffff,-25145012#5
8a1f8d98b59ffff,-25145012#6
8a1f8d98b59ffff,22716069#2
8a1f8d98b59ffff,25145011#0
8a1f8d98b59ffff,25145011#1
8a1f8d98b59ffff,25145012#5
8a1f8d98b59ffff,25145012#6
8a1f8d98b5a7fff,-22690205#1
8a1f8d98b5a7fff,-22716069#0
8a1f8d98b5a7fff,-233675413#1
8a1f8d98b5a7fff,-233675413#2
8a1f8d98b5a7fff,-233675413#3
8a1f8d98b5a7fff,-233675413#6
8a1f8d98b5a7fff,22690205#0
8a1f8d98b5a7fff,22716069#0
8a1f8d98b5a7fff,233675413#1
8a1f8d98b5a7fff,233675413#2
8a1f8d98b5a7fff,233675413#3
8a1f8d98b5a7fff,233675413#4
8a1f8d98b5affff,-233675413#6
8a1f8d98b5affff,-233675413#8
8a1f8d98b5affff,-25145011#2
8a1f8d98b5affff,233675413#4
8a1f8d98b5affff,233675413#7
8a1f8d98b5affff,25145011#1
8a1f8d98b5b7fff,-22716069#0
8a1f8d98b5b7fff,-233675413#1
8a1f8d98b5b7fff,-25145014#0
8a1f8d98b5b7fff,22716069#0
8a1f8d98b5b7fff,233675413#1
8a1f8d98b5b7fff,25145014#0
8a1f8d98b887fff,-129379925
8a1f8d98b887fff,-315358242#0
8a1f8d98b887fff,129379925
8a1f8d98b887fff,315358242#0
8a1f8d98b897fff,-40888354#1
8a1f8d98b897fff,-40888354#2
8a1f8d98b897fff,-53396619#1
8a1f8d98b897fff,-53396619#2
8a1f8d98b897fff,40888354#1
8a1f8d98b897fff,40888354#2
8a1f8d98b897fff,53396619#1
8a1f8d98b897fff,53396619#2
8a1f8d98b89ffff,-315358242#0
8a1f8d98b89ffff,-315358242#1
8a1f8d98b89ffff,315358242#0
8a1f8d98b89ffff,315358242#1
8a1f8d98b8a7fff,-129379918#1
8a1f8d98b8a7fff,-129379925
8a1f8d98b8a7fff,-315358252#1
8a1f8d98b8a7fff,-40888351#6
8a1f8d98b8a7fff,-447569997#0
8a1f8d98b8a7fff,-447569998#1
8a1f8d98b8a7fff,129379918#0
8a1f8d98b8a7fff,129379925
8a1f8d98b8a7fff,315358252#0
8a1f8d98b8a7fff,40888351#3
8a1f8d98b8a7fff,447569997#0
8a1f8d98b8a7fff,447569997#1
8a1f8d98b8affff,-447569998#1
8a1f8d98b8affff,447569997#1
8a1f8d98b8b7fff,-26677416#7
8a1f8d98b8b7fff,-40888351#0
8a1f8d98b8b7fff,-40888351#2
8a1f8d98b8b7fff,-40888351#6
8a1f8d98b8b7fff,-40888354#0
8a1f8d98b8b7fff,-40888354#1
8a1f8d98b8b7fff,26677416#4
8a1f8d98b8b7fff,40888351#0
8a1f8d98b8b7fff,40888351#1
8a1f8d98b8b7fff,40888351#3
8a1f8d98b8b7fff,40888354#0
8a1f8d98b987fff,-129379922
8a1f8d98b987fff,-25117417#0
8a1f8d98b987fff,-25117417#1
8a1f8d98b987fff,-315358246
8a1f8d98b987fff,129379922
8a1f8d98b987fff,25117417#0
8a1f8d98b987fff,25117417#1
8a1f8d98b987fff,315358246
8a1f8d98b987fff,315358252#0
8a1f8d98b98ffff,-129379922
8a1f8d98b98ffff,-25117417#1
8a1f8d98b98ffff,-315358252#1
8a1f8d98b98ffff,25117417#1
8a1f8d98b98ffff,315358252#0
8a1f8d98b997fff,-26677416#3
8a1f8d98b997fff,-26677540#0
8a1f8d98b997fff,-26677540#1
8a1f8d98b997fff,-26677540#2
8a1f8d98b997fff,-26677541
8a1f8d98b997fff,26677416#2
8a1f8d98b997fff,26677416#3
8a1f8d98b997fff,26677540#0
8a1f8d98b997fff,26677540#1
8a1f8d98b997fff,26677540#2
8a1f8d98b997fff,26677541
8a1f8d98b99ffff,-26677416#3
8a1f8d98b99ffff,-26677416#7
8a1f8d98b99ffff,-26677539
8a1f8d98b99ffff,-315358252#1
8a1f8d98b99ffff,26677416#3
8a1f8d98b99ffff,26677416#4
8a1f8d98b99ffff,26677539
8a1f8d98b99ffff,315358252#0
8a1f8d98b9a7fff,-129379920#0
8a1f8d98b9a7fff,-129379920#1
8a1f8d98b9a7fff,-129379921#1
8a1f8d98b9a7fff,-315358246
8a1f8d98b9a7fff,-40888443
8a1f8d98b9a7fff,129379920#0
8a1f8d98b9a7fff,129379920#1
8a1f8d98b9a7fff,129379921#1
8a1f8d98b9a7fff,315358246
8a1f8d98b9a7fff,40888443
8a1f8d98b9b7fff,-26677416#1
8a1f8d98b9b7fff,-26677417#0
8a1f8d98b9b7fff,-26677541
8a1f8d98b9b7fff,-40888443
8a1f8d98b9b7fff,26677416#1
8a1f8d98b9b7fff,26677416#2
8a1f8d98b9b7fff,26677417#0
8a1f8d98b9b7fff,26677541
8a1f8d98bc07fff,-201201945#0
8a1f8d98bc07fff,-201201945#0.78
8a1f8d98bc07fff,201201945#0
8a1f8d98bc07fff,201201953#0
8a1f8d98bc07fff,23166741#5
8a1f8d98bc0ffff,-24634411
8a1f8d98bc0ffff,-26677216#4
8a1f8d98bc0ffff,201201950#0
8a1f8d98bc0ffff,201201950#1
8a1f8d98bc0ffff,23166741#5
8a1f8d98bc0ffff,24634411
8a1f8d98bc0ffff,26677216#3
8a1f8d98bc17fff,176550249#4
8a1f8d98bc17fff,201201953#0
8a1f8d98bc17fff,201201953#2
8a1f8d98bc17fff,40888360#0
8a1f8d98bc1ffff,-174800513
8a1f8d98bc1ffff,-201238718#0
8a1f8d98bc1ffff,-201238718#1
8a1f8d98bc1ffff,-201238724
8a1f8d98bc1ffff,174800513
8a1f8d98bc1ffff,176550249#4
8a1f8d98bc1ffff,201201950#0
8a1f8d98bc1ffff,201238718#0
8a1f8d98bc1ffff,201238718#1
8a1f8d98bc1ffff,201238724
8a1f8d98bc27fff,-136436468#0
8a1f8d98bc27fff,-136436468#2
8a1f8d98bc27fff,-26677213#5
8a1f8d98bc27fff,136436468#0
8a1f8d98bc27fff,136436468#1
8a1f8d98bc27fff,26677213#0
8a1f8d98bc2ffff,-136436468#0
8a1f8d98bc2ffff,136436468#0
8a1f8d98bc37fff,-136436468#2
8a1f8d98bc37fff,-201201945#0
8a1f8d98bc37fff,-201201945#1
8a1f8d98bc37fff,-201201945#2
8a1f8d98bc37fff,136436468#1
8a1f8d98bc37fff,201201945#0
8a1f8d98bc37fff,201201945#1
8a1f8d98bc37fff,201201945#2
8a1f8d98bc37fff,40888360#0
8a1f8d98bc47fff,-201950247#5
8a1f8d98bc47fff,-201950247#6
8a1f8d98bc47fff,-201950247#7
8a1f8d98bc47fff,-40888350
8a1f8d98bc47fff,201950247#5
8a1f8d98bc47fff,201950247#6
8a1f8d98bc47fff,201950247#7
8a1f8d98bc4ffff,201950247#8
8a1f8d98bc4ffff,315358242#3
8a1f8d98bc4ffff,386687242
8a1f8d98bc57fff,-24634413#0
8a1f8d98bc57fff,201201950#1
8a1f8d98bc57fff,201201950#2
8a1f8d98bc57fff,201201950#3
8a1f8d98bc57fff,23166741#2
8a1f8d98bc57fff,24634413#0
8a1f8d98bc5ffff,-24634414#0
8a1f8d98bc5ffff,-24634414#1
8a1f8d98bc5ffff,-40888350
8a1f8d98bc5ffff,201201950#3
8a1f8d98bc5ffff,201201950#4
8a1f8d98bc5ffff,23166741#0
8a1f8d98bc5ffff,23166741#2
8a1f8d98bc5ffff,24634414#0
8a1f8d98bc5ffff,24634414#1
8a1f8d98bc5ffff,272042143
8a1f8d98bc5ffff,272042145
8a1f8d98bc5ffff,386687239#0
8a1f8d98bc67fff,-201950247#3
8a1f8d98bc67fff,-201950247#4
8a1f8d98bc67fff,-201950247#5
8a1f8d98bc67fff,-40888354#2
8a1f8d98bc67fff,-53396619#2
8a1f8d98bc67fff,-53396619#3
8a1f8d98bc67fff,-53396619#4
8a1f8d98bc67fff,-53396619#5
8a1f8d98bc67fff,-53396619#6
8a1f8d98bc67fff,201950247#3
8a1f8d98bc67fff,201950247#4
8a1f8d98bc67fff,201950247#5
8a1f8d98bc67fff,40888354#2
8a1f8d98bc67fff,53396619#2
8a1f8d98bc67fff,53396619#3
8a1f8d98bc67fff,53396619#4
8a1f8d98bc67fff,53396619#5
8a1f8d98bc67fff,53396619#6
8a1f8d98bc6ffff,-201950247#7
8a1f8d98bc6ffff,-201950247#8
8a1f8d98bc6ffff,201950247#7
8a1f8d98bc6ffff,201950247#8
8a1f8d98bc77fff,-26677216#4
8a1f8d98bc77fff,26677216#3
8a1f8d98bc87fff,-24634510#0
8a1f8d98bc87fff,-24634510#5
8a1f8d98bc87fff,-24634511
8a1f8d98bc87fff,24634510#0
8a1f8d98bc87fff,24634510#1
8a1f8d98bc87fff,24634511
8a1f8d98bc8ffff,-201238724
8a1f8d98bc8ffff,-24608845
8a1f8d98bc8ffff,-24634505
8a1f8d98bc8ffff,-24634510#0
8a1f8d98bc8ffff,201238724
8a1f8d98bc8ffff,24634505
8a1f8d98bc8ffff,24634510#0
8a1f8d98bc97fff,-24634510#5
8a1f8d98bc97fff,24634510#1
8a1f8d98bca7fff,-24634511
8a1f8d98bca7fff,176550249#3
8a1f8d98bca7fff,176550249#4
8a1f8d98bca7fff,201201953#2
8a1f8d98bca7fff,24634511
8a1f8d98bcaffff,-201238724
8a1f8d98bcaffff,201238724
8a1f8d98bcc7fff,-160314345#0
8a1f8d98bcc7fff,-160314345#1
8a1f8d98bcc7fff,-24634411
8a1f8d98bcc7fff,-315392062#4
8a1f8d98bcc7fff,160314345#0
8a1f8d98bcc7fff,160314345#1
8a1f8d98bcc7fff,201238718#0
8a1f8d98bcc7fff,24634411
8a1f8d98bcc7fff,315392062#0
8a1f8d98bccffff,-160314345#1
8a1f8d98bccffff,-160314345#2
8a1f8d98bccffff,-24634413#0
8a1f8d98bccffff,-24634413#1
8a1f8d98bccffff,-24634413#2
8a1f8d98bccffff,-24634414#2
8a1f8d98bccffff,160314345#1
8a1f8d98bccffff,160314345#2
8a1f8d98bccffff,24634413#0
8a1f8d98bccffff,24634413#1
8a1f8d98bccffff,24634413#2
8a1f8d98bccffff,24634414#2
8a1f8d98bcd7fff,-160314346#0
8a1f8d98bcd7fff,-160314346#1
8a1f8d98bcd7fff,-201238718#0
8a1f8d98bcd7fff,-24608845
8a1f8d98bcd7fff,-24634506#0
8a1f8d98bcd7fff,160314346#0
8a1f8d98bcd7fff,160314346#1
8a1f8d98bcd7fff,24608845
8a1f8d98bcd7fff,24634506#0
8a1f8d98bcd7fff,24634506#1
8a1f8d98bcd7fff,24634506#2
8a1f8d98bcdffff,-315392062#4
8a1f8d98bcdffff,315392062#0
8a1f8d98bce7fff,-24634411
8a1f8d98bce7fff,24634411
8a1f8d98bceffff,-24634413#0
8a1f8d98bceffff,24634413#0
8a1f8d98bceffff,24634414#1
8a1f8d98bcf7fff,-201238718#0
8a1f8d98bcf7fff,201238718#0
8a1f8d98bd07fff,-201950259#3
8a1f8d98bd07fff,-26676668
8a1f8d98bd07fff,-26677213#5
8a1f8d98bd07fff,-26677214#2
8a1f8d98bd07fff,201950259#0
8a1f8d98bd07fff,26676668
8a1f8d98bd07fff,26677213#0
8a1f8d98bd07fff,26677214#0
8a1f8d98bd0ffff,-26677213#5
8a1f8d98bd0ffff,26677213#0
8a1f8d98bd17fff,-201201945#6
8a1f8d98bd17fff,201201945#3
8a1f8d98bd1ffff,-201201945#2
8a1f8d98bd1ffff,-201201945#6
8a1f8d98bd1ffff,-22724699#1
8a1f8d98bd1ffff,201201945#2
8a1f8d98bd1ffff,201201945#3
8a1f8d98bd1ffff,22724699#0
8a1f8d98bd27fff,-201950259#3
8a1f8d98bd27fff,-201950259#6
8a1f8d98bd27fff,-41203918#1
8a1f8d98bd27fff,201950259#0
8a1f8d98bd27fff,201950259#4
8a1f8d98bd27fff,41203918#0
8a1f8d98bd2ffff,-26677214#2
8a1f8d98bd2ffff,-26677214#3
8a1f8d98bd2ffff,-26678225
8a1f8d98bd2ffff,26677214#0
8a1f8d98bd2ffff,26677214#3
8a1f8d98bd2ffff,26678225
8a1f8d98bd37fff,-201201945#6
8a1f8d98bd37fff,-201201945#7
8a1f8d98bd37fff,-201201945#8
8a1f8d98bd37fff,-40888359
8a1f8d98bd37fff,201201945#3
8a1f8d98bd37fff,201201945#7
8a1f8d98bd37fff,201201945#8
8a1f8d98bd37fff,40888359
